GEOID,NAME,variable,estimate,moe,High_Error
0103076,"Auburn city, Alabama",B25024_001,33932,620,FALSE
0107000,"Birmingham city, Alabama",B25024_001,107009,1293,FALSE
0120104,"Decatur city, Alabama",B25024_001,25680,508,FALSE
0121184,"Dothan city, Alabama",B25024_001,33325,319,FALSE
0135896,"Hoover city, Alabama",B25024_001,38642,868,FALSE
0137000,"Huntsville city, Alabama",B25024_001,100345,1126,FALSE
0145784,"Madison city, Alabama",B25024_001,22752,692,FALSE
0150000,"Mobile city, Alabama",B25024_001,90922,906,FALSE
0151000,"Montgomery city, Alabama",B25024_001,93743,466,FALSE
0177256,"Tuscaloosa city, Alabama",B25024_001,50999,763,FALSE
0203000,"Anchorage municipality, Alaska",B25024_001,118938,166,FALSE
0404720,"Avondale city, Arizona",B25024_001,30217,805,FALSE
0407940,"Buckeye city, Arizona",B25024_001,30886,1013,FALSE
0410530,"Casa Grande city, Arizona",B25024_001,23360,755,FALSE
0410670,"Casas Adobes CDP, Arizona",B25024_001,32326,808,FALSE
0411230,"Catalina Foothills CDP, Arizona",B25024_001,27495,937,FALSE
0412000,"Chandler city, Arizona",B25024_001,110002,1239,FALSE
0423620,"Flagstaff city, Arizona",B25024_001,31047,581,FALSE
0427400,"Gilbert town, Arizona",B25024_001,93761,1316,FALSE
0427820,"Glendale city, Arizona",B25024_001,90711,1233,FALSE
0428380,"Goodyear city, Arizona",B25024_001,36560,857,FALSE
0439370,"Lake Havasu City city, Arizona",B25024_001,34352,720,FALSE
0444270,"Marana town, Arizona",B25024_001,21518,612,FALSE
0444410,"Maricopa city, Arizona",B25024_001,21209,711,FALSE
0446000,"Mesa city, Arizona",B25024_001,219909,1709,FALSE
0454050,"Peoria city, Arizona",B25024_001,77176,1192,FALSE
0455000,"Phoenix city, Arizona",B25024_001,633863,2804,FALSE
0458150,"Queen Creek town, Arizona",B25024_001,19938,517,FALSE
0464210,"San Tan Valley CDP, Arizona",B25024_001,35342,1088,FALSE
0465000,"Scottsdale city, Arizona",B25024_001,136665,1462,FALSE
0471510,"Surprise city, Arizona",B25024_001,58826,909,FALSE
0473000,"Tempe city, Arizona",B25024_001,82696,1437,FALSE
0477000,"Tucson city, Arizona",B25024_001,243749,1509,FALSE
0485540,"Yuma city, Arizona",B25024_001,42718,592,FALSE
0505320,"Bentonville city, Arkansas",B25024_001,22861,690,FALSE
0515190,"Conway city, Arkansas",B25024_001,27793,453,FALSE
0523290,"Fayetteville city, Arkansas",B25024_001,43191,811,FALSE
0524550,"Fort Smith city, Arkansas",B25024_001,39945,534,FALSE
0535710,"Jonesboro city, Arkansas",B25024_001,33565,475,FALSE
0541000,"Little Rock city, Arkansas",B25024_001,99244,1225,FALSE
0550450,"North Little Rock city, Arkansas",B25024_001,33020,909,FALSE
0560410,"Rogers city, Arkansas",B25024_001,26600,701,FALSE
0566080,"Springdale city, Arkansas",B25024_001,30865,830,FALSE
0600562,"Alameda city, California",B25024_001,32037,692,FALSE
0600884,"Alhambra city, California",B25024_001,32054,679,FALSE
0600947,"Aliso Viejo city, California",B25024_001,20411,568,FALSE
0602000,"Anaheim city, California",B25024_001,109685,1342,FALSE
0602252,"Antioch city, California",B25024_001,37408,913,FALSE
0602364,"Apple Valley town, California",B25024_001,26005,628,FALSE
0602462,"Arcadia city, California",B25024_001,21162,520,FALSE
0602553,"Arden-Arcade CDP, California",B25024_001,40713,1092,FALSE
0603526,"Bakersfield city, California",B25024_001,131310,1355,FALSE
0603666,"Baldwin Park city, California",B25024_001,18453,404,FALSE
0604758,"Beaumont city, California",B25024_001,16818,564,FALSE
0604982,"Bellflower city, California",B25024_001,25070,569,FALSE
0606000,"Berkeley city, California",B25024_001,50854,1031,FALSE
0608142,"Brentwood city, California",B25024_001,21440,516,FALSE
0608786,"Buena Park city, California",B25024_001,24935,658,FALSE
0608954,"Burbank city, California",B25024_001,46662,1051,FALSE
0610046,"Camarillo city, California",B25024_001,27130,592,FALSE
0611194,"Carlsbad city, California",B25024_001,47556,927,FALSE
0611390,"Carmichael CDP, California",B25024_001,33321,1003,FALSE
0611530,"Carson city, California",B25024_001,27236,749,FALSE
0611964,"Castro Valley CDP, California",B25024_001,22885,684,FALSE
0612048,"Cathedral City city, California",B25024_001,23354,510,FALSE
0613014,"Chico city, California",B25024_001,45570,765,FALSE
0613210,"Chino city, California",B25024_001,27863,724,FALSE
0613214,"Chino Hills city, California",B25024_001,25945,562,FALSE
0613392,"Chula Vista city, California",B25024_001,88526,1553,FALSE
0613588,"Citrus Heights city, California",B25024_001,34419,759,FALSE
0614218,"Clovis city, California",B25024_001,41523,911,FALSE
0614890,"Colton city, California",B25024_001,18122,613,FALSE
0615044,"Compton city, California",B25024_001,25510,574,FALSE
0616000,"Concord city, California",B25024_001,46745,919,FALSE
0616350,"Corona city, California",B25024_001,48403,821,FALSE
0616532,"Costa Mesa city, California",B25024_001,43409,883,FALSE
0616742,"Covina city, California",B25024_001,17023,602,FALSE
0617610,"Cupertino city, California",B25024_001,21917,462,FALSE
0617918,"Daly City city, California",B25024_001,34876,664,FALSE
0618100,"Davis city, California",B25024_001,27427,633,FALSE
0618394,"Delano city, California",B25024_001,12047,521,FALSE
0619192,"Diamond Bar city, California",B25024_001,18621,449,FALSE
0619766,"Downey city, California",B25024_001,35907,745,FALSE
0620018,"Dublin city, California",B25024_001,24544,579,FALSE
0620802,"East Los Angeles CDP, California",B25024_001,32717,732,FALSE
0621230,"Eastvale city, California",B25024_001,17633,601,FALSE
0621712,"El Cajon city, California",B25024_001,35786,848,FALSE
0622020,"Elk Grove city, California",B25024_001,56057,968,FALSE
0622230,"El Monte city, California",B25024_001,30748,640,FALSE
0622678,"Encinitas city, California",B25024_001,25993,765,FALSE
0622804,"Escondido city, California",B25024_001,53082,1227,FALSE
0623182,"Fairfield city, California",B25024_001,39346,775,FALSE
0624477,"Florence-Graham CDP, California",B25024_001,15228,497,FALSE
0624638,"Folsom city, California",B25024_001,29159,620,FALSE
0624680,"Fontana city, California",B25024_001,57046,752,FALSE
0625380,"Fountain Valley city, California",B25024_001,19279,675,FALSE
0626000,"Fremont city, California",B25024_001,78667,1029,FALSE
0627000,"Fresno city, California",B25024_001,186461,1308,FALSE
0628000,"Fullerton city, California",B25024_001,49146,796,FALSE
0628168,"Gardena city, California",B25024_001,21887,646,FALSE
0629000,"Garden Grove city, California",B25024_001,49845,894,FALSE
0629504,"Gilroy city, California",B25024_001,17644,529,FALSE
0630000,"Glendale city, California",B25024_001,78407,1128,FALSE
0630014,"Glendora city, California",B25024_001,17403,478,FALSE
0631596,"Hacienda Heights CDP, California",B25024_001,17169,596,FALSE
0631960,"Hanford city, California",B25024_001,19374,416,FALSE
0632548,"Hawthorne city, California",B25024_001,30516,705,FALSE
0633000,"Hayward city, California",B25024_001,52115,726,FALSE
0633182,"Hemet city, California",B25024_001,33898,1013,FALSE
0633434,"Hesperia city, California",B25024_001,30038,803,FALSE
0633588,"Highland city, California",B25024_001,16871,674,FALSE
0636000,"Huntington Beach city, California",B25024_001,82011,1152,FALSE
0636056,"Huntington Park city, California",B25024_001,15133,475,FALSE
0636448,"Indio city, California",B25024_001,38222,947,FALSE
0636546,"Inglewood city, California",B25024_001,38157,945,FALSE
0636770,"Irvine city, California",B25024_001,119149,1558,FALSE
0637692,"Jurupa Valley city, California",B25024_001,27287,581,FALSE
0639248,"Laguna Niguel city, California",B25024_001,27163,596,FALSE
0639290,"La Habra city, California",B25024_001,20766,468,FALSE
0639486,"Lake Elsinore city, California",B25024_001,20965,650,FALSE
0639496,"Lake Forest city, California",B25024_001,31857,690,FALSE
0639892,"Lakewood city, California",B25024_001,27036,502,FALSE
0640004,"La Mesa city, California",B25024_001,26150,733,FALSE
0640130,"Lancaster city, California",B25024_001,55252,1065,FALSE
0641474,"Lincoln city, California",B25024_001,19778,496,FALSE
0641992,"Livermore city, California",B25024_001,31770,689,FALSE
0642202,"Lodi city, California",B25024_001,24294,610,FALSE
0643000,"Long Beach city, California",B25024_001,180015,1807,FALSE
0644000,"Los Angeles city, California",B25024_001,1518992,4216,FALSE
0644574,"Lynwood city, California",B25024_001,15690,407,FALSE
0645022,"Madera city, California",B25024_001,18241,533,FALSE
0645484,"Manteca city, California",B25024_001,27432,813,FALSE
0646842,"Menifee city, California",B25024_001,35516,828,FALSE
0646898,"Merced city, California",B25024_001,28767,700,FALSE
0647766,"Milpitas city, California",B25024_001,25252,564,FALSE
0648256,"Mission Viejo city, California",B25024_001,34116,802,FALSE
0648354,"Modesto city, California",B25024_001,74686,891,FALSE
0648816,"Montebello city, California",B25024_001,20121,509,FALSE
0648914,"Monterey Park city, California",B25024_001,21731,478,FALSE
0649270,"Moreno Valley city, California",B25024_001,55942,882,FALSE
0649670,"Mountain View city, California",B25024_001,38230,729,FALSE
0650076,"Murrieta city, California",B25024_001,36647,833,FALSE
0650258,"Napa city, California",B25024_001,31666,478,FALSE
0650398,"National City city, California",B25024_001,18631,541,FALSE
0651182,"Newport Beach city, California",B25024_001,45539,985,FALSE
0652526,"Norwalk city, California",B25024_001,27148,581,FALSE
0652582,"Novato city, California",B25024_001,21588,516,FALSE
0653000,"Oakland city, California",B25024_001,184530,1330,FALSE
0653322,"Oceanside city, California",B25024_001,66596,1056,FALSE
0653896,"Ontario city, California",B25024_001,53940,989,FALSE
0653980,"Orange city, California",B25024_001,46067,971,FALSE
0654652,"Oxnard city, California",B25024_001,55184,868,FALSE
0655156,"Palmdale city, California",B25024_001,48737,947,FALSE
0655184,"Palm Desert city, California",B25024_001,36758,733,FALSE
0655282,"Palo Alto city, California",B25024_001,29065,657,FALSE
0655618,"Paramount city, California",B25024_001,14712,395,FALSE
0656000,"Pasadena city, California",B25024_001,61956,1082,FALSE
0656700,"Perris city, California",B25024_001,19521,652,FALSE
0656784,"Petaluma city, California",B25024_001,24141,541,FALSE
0656924,"Pico Rivera city, California",B25024_001,17107,507,FALSE
0657456,"Pittsburg city, California",B25024_001,24066,650,FALSE
0657526,"Placentia city, California",B25024_001,17174,463,FALSE
0657792,"Pleasanton city, California",B25024_001,28894,598,FALSE
0658072,"Pomona city, California",B25024_001,43212,951,FALSE
0658240,"Porterville city, California",B25024_001,19937,664,FALSE
0659444,"Rancho Cordova city, California",B25024_001,28381,547,FALSE
0659451,"Rancho Cucamonga city, California",B25024_001,59810,994,FALSE
0659920,"Redding city, California",B25024_001,39592,562,FALSE
0659962,"Redlands city, California",B25024_001,26844,733,FALSE
0660018,"Redondo Beach city, California",B25024_001,30725,829,FALSE
0660102,"Redwood City city, California",B25024_001,32099,800,FALSE
0660466,"Rialto city, California",B25024_001,27738,630,FALSE
0660620,"Richmond city, California",B25024_001,41566,931,FALSE
0662000,"Riverside city, California",B25024_001,95517,1186,FALSE
0662364,"Rocklin city, California",B25024_001,25496,531,FALSE
0662896,"Rosemead city, California",B25024_001,15000,350,FALSE
0662938,"Roseville city, California",B25024_001,58435,701,FALSE
0664000,"Sacramento city, California",B25024_001,206808,1603,FALSE
0664224,"Salinas city, California",B25024_001,44503,656,FALSE
0665000,"San Bernardino city, California",B25024_001,65815,1178,FALSE
0665042,"San Buenaventura (Ventura) city, California",B25024_001,44787,860,FALSE
0665084,"San Clemente city, California",B25024_001,26576,651,FALSE
0666000,"San Diego city, California",B25024_001,552285,2685,FALSE
0667000,"San Francisco city, California",B25024_001,408198,298,FALSE
0667112,"San Jacinto city, California",B25024_001,15406,639,FALSE
0668000,"San Jose city, California",B25024_001,340392,1633,FALSE
0668084,"San Leandro city, California",B25024_001,31910,805,FALSE
0668196,"San Marcos city, California",B25024_001,31896,744,FALSE
0668252,"San Mateo city, California",B25024_001,42903,872,FALSE
0668364,"San Rafael city, California",B25024_001,24385,731,FALSE
0668378,"San Ramon city, California",B25024_001,30271,524,FALSE
0669000,"Santa Ana city, California",B25024_001,80240,1088,FALSE
0669070,"Santa Barbara city, California",B25024_001,38678,706,FALSE
0669084,"Santa Clara city, California",B25024_001,50805,859,FALSE
0669088,"Santa Clarita city, California",B25024_001,75865,1225,FALSE
0669112,"Santa Cruz city, California",B25024_001,23749,609,FALSE
0669196,"Santa Maria city, California",B25024_001,29860,640,FALSE
0670000,"Santa Monica city, California",B25024_001,52277,1064,FALSE
0670098,"Santa Rosa city, California",B25024_001,70808,954,FALSE
0670224,"Santee city, California",B25024_001,21294,520,FALSE
0672016,"Simi Valley city, California",B25024_001,45161,846,FALSE
0673080,"South Gate city, California",B25024_001,24466,624,FALSE
0673262,"South San Francisco city, California",B25024_001,23079,635,FALSE
0673430,"South Whittier CDP, California",B25024_001,15825,424,FALSE
0675000,"Stockton city, California",B25024_001,103378,946,FALSE
0677000,"Sunnyvale city, California",B25024_001,61519,923,FALSE
0678120,"Temecula city, California",B25024_001,36514,780,FALSE
0678582,"Thousand Oaks city, California",B25024_001,47950,878,FALSE
0680000,"Torrance city, California",B25024_001,59761,1009,FALSE
0680238,"Tracy city, California",B25024_001,28500,699,FALSE
0680644,"Tulare city, California",B25024_001,20905,627,FALSE
0680812,"Turlock city, California",B25024_001,25692,611,FALSE
0680854,"Tustin city, California",B25024_001,27694,749,FALSE
0681204,"Union City city, California",B25024_001,21663,528,FALSE
0681344,"Upland city, California",B25024_001,28040,547,FALSE
0681554,"Vacaville city, California",B25024_001,35518,583,FALSE
0681666,"Vallejo city, California",B25024_001,46253,663,FALSE
0682590,"Victorville city, California",B25024_001,38637,1103,FALSE
0682954,"Visalia city, California",B25024_001,47804,945,FALSE
0682996,"Vista city, California",B25024_001,32172,795,FALSE
0683346,"Walnut Creek city, California",B25024_001,33507,844,FALSE
0683668,"Watsonville city, California",B25024_001,15835,718,FALSE
0684200,"West Covina city, California",B25024_001,33727,621,FALSE
0684550,"Westminster city, California",B25024_001,28754,654,FALSE
0684816,"West Sacramento city, California",B25024_001,19968,517,FALSE
0685292,"Whittier city, California",B25024_001,28685,813,FALSE
0686328,"Woodland city, California",B25024_001,21622,555,FALSE
0686832,"Yorba Linda city, California",B25024_001,24057,477,FALSE
0686972,"Yuba City city, California",B25024_001,24090,397,FALSE
0687042,"Yucaipa city, California",B25024_001,19525,615,FALSE
0803455,"Arvada city, Colorado",B25024_001,51716,764,FALSE
0804000,"Aurora city, Colorado",B25024_001,147725,1197,FALSE
0807850,"Boulder city, Colorado",B25024_001,46551,716,FALSE
0809280,"Broomfield city, Colorado",B25024_001,31338,47,FALSE
0812415,"Castle Rock town, Colorado",B25024_001,26829,609,FALSE
0812815,"Centennial city, Colorado",B25024_001,41927,619,FALSE
0816000,"Colorado Springs city, Colorado",B25024_001,201936,989,FALSE
0816495,"Commerce City city, Colorado",B25024_001,21392,718,FALSE
0820000,"Denver city, Colorado",B25024_001,344760,159,FALSE
0827425,"Fort Collins city, Colorado",B25024_001,72690,870,FALSE
0831660,"Grand Junction city, Colorado",B25024_001,29851,701,FALSE
0832155,"Greeley city, Colorado",B25024_001,40262,642,FALSE
0836410,"Highlands Ranch CDP, Colorado",B25024_001,38505,813,FALSE
0843000,"Lakewood city, Colorado",B25024_001,71683,943,FALSE
0845970,"Longmont city, Colorado",B25024_001,41429,739,FALSE
0846465,"Loveland city, Colorado",B25024_001,33958,678,FALSE
0857630,"Parker town, Colorado",B25024_001,21519,457,FALSE
0862000,"Pueblo city, Colorado",B25024_001,48909,476,FALSE
0877290,"Thornton city, Colorado",B25024_001,49779,838,FALSE
0883835,"Westminster city, Colorado",B25024_001,49153,894,FALSE
0908000,"Bridgeport city, Connecticut",B25024_001,60335,875,FALSE
0908420,"Bristol city, Connecticut",B25024_001,26157,761,FALSE
0918430,"Danbury city, Connecticut",B25024_001,34016,867,FALSE
0922700,"East Hartford CDP, Connecticut",B25024_001,21475,621,FALSE
0937000,"Hartford city, Connecticut",B25024_001,56174,912,FALSE
0946450,"Meriden city, Connecticut",B25024_001,27041,667,FALSE
0947515,"Milford city (balance), Connecticut",B25024_001,22969,511,FALSE
0950370,"New Britain city, Connecticut",B25024_001,31736,874,FALSE
0952000,"New Haven city, Connecticut",B25024_001,59097,995,FALSE
0955990,"Norwalk city, Connecticut",B25024_001,38068,901,FALSE
0973000,"Stamford city, Connecticut",B25024_001,57319,1058,FALSE
0980000,"Waterbury city, Connecticut",B25024_001,50593,933,FALSE
0982660,"West Hartford CDP, Connecticut",B25024_001,27499,575,FALSE
0982800,"West Haven city, Connecticut",B25024_001,21892,583,FALSE
1077580,"Wilmington city, Delaware",B25024_001,35664,842,FALSE
1150000,"Washington city, District of Columbia",B25024_001,350372,129,FALSE
1200410,"Alafaya CDP, Florida",B25024_001,33539,1307,FALSE
1201700,"Apopka city, Florida",B25024_001,19282,702,FALSE
1207300,"Boca Raton city, Florida",B25024_001,50080,1156,FALSE
1207525,"Bonita Springs city, Florida",B25024_001,37971,824,FALSE
1207875,"Boynton Beach city, Florida",B25024_001,39601,953,FALSE
1207950,"Bradenton city, Florida",B25024_001,28187,736,FALSE
1208150,"Brandon CDP, Florida",B25024_001,48043,1204,FALSE
1210275,"Cape Coral city, Florida",B25024_001,93318,1323,FALSE
1212875,"Clearwater city, Florida",B25024_001,60600,1114,FALSE
1213275,"Coconut Creek city, Florida",B25024_001,26950,884,FALSE
1214400,"Coral Springs city, Florida",B25024_001,46823,1028,FALSE
1214895,"Country Club CDP, Florida",B25024_001,18928,835,FALSE
1216475,"Davie town, Florida",B25024_001,41189,927,FALSE
1216525,"Daytona Beach city, Florida",B25024_001,39529,872,FALSE
1216725,"Deerfield Beach city, Florida",B25024_001,46547,1096,FALSE
1217100,"Delray Beach city, Florida",B25024_001,36357,756,FALSE
1217200,"Deltona city, Florida",B25024_001,34374,779,FALSE
1217935,"Doral city, Florida",B25024_001,27202,666,FALSE
1224000,"Fort Lauderdale city, Florida",B25024_001,101150,1431,FALSE
1224125,"Fort Myers city, Florida",B25024_001,45607,939,FALSE
1224562,"Fountainebleau CDP, Florida",B25024_001,23142,875,FALSE
1224581,"Four Corners CDP, Florida",B25024_001,34371,1155,FALSE
1225175,"Gainesville city, Florida",B25024_001,63929,832,FALSE
1230000,"Hialeah city, Florida",B25024_001,78775,1136,FALSE
1232000,"Hollywood city, Florida",B25024_001,72187,1199,FALSE
1232275,"Homestead city, Florida",B25024_001,26106,1012,FALSE
1232610,"Horizon West CDP, Florida",B25024_001,20003,1008,FALSE
1235000,"Jacksonville city, Florida",B25024_001,414089,607,FALSE
1235875,"Jupiter town, Florida",B25024_001,31179,732,FALSE
1236062,"Kendale Lakes CDP, Florida",B25024_001,19626,786,FALSE
1236100,"Kendall CDP, Florida",B25024_001,32003,1133,FALSE
1236950,"Kissimmee city, Florida",B25024_001,29496,1008,FALSE
1238250,"Lakeland city, Florida",B25024_001,52137,970,FALSE
1239425,"Largo city, Florida",B25024_001,46408,912,FALSE
1239550,"Lauderhill city, Florida",B25024_001,30201,862,FALSE
1239925,"Lehigh Acres CDP, Florida",B25024_001,40197,787,FALSE
1243125,"Margate city, Florida",B25024_001,27911,771,FALSE
1243975,"Melbourne city, Florida",B25024_001,40311,979,FALSE
1245000,"Miami city, Florida",B25024_001,214820,1843,FALSE
1245025,"Miami Beach city, Florida",B25024_001,63789,862,FALSE
1245060,"Miami Gardens city, Florida",B25024_001,36266,831,FALSE
1245975,"Miramar city, Florida",B25024_001,45222,1175,FALSE
1249450,"North Miami city, Florida",B25024_001,21900,722,FALSE
1249675,"North Port city, Florida",B25024_001,34818,973,FALSE
1250750,"Ocala city, Florida",B25024_001,28378,800,FALSE
1253000,"Orlando city, Florida",B25024_001,144377,1698,FALSE
1254000,"Palm Bay city, Florida",B25024_001,47568,1088,FALSE
1254075,"Palm Beach Gardens city, Florida",B25024_001,30855,663,FALSE
1254200,"Palm Coast city, Florida",B25024_001,40591,427,FALSE
1254350,"Palm Harbor CDP, Florida",B25024_001,30381,883,FALSE
1255775,"Pembroke Pines city, Florida",B25024_001,66179,1328,FALSE
1255925,"Pensacola city, Florida",B25024_001,27695,688,FALSE
1256825,"Pine Hills CDP, Florida",B25024_001,24466,881,FALSE
1256975,"Pinellas Park city, Florida",B25024_001,24988,742,FALSE
1257425,"Plantation city, Florida",B25024_001,38699,1019,FALSE
1257900,"Poinciana CDP, Florida",B25024_001,25941,1112,FALSE
1258050,"Pompano Beach city, Florida",B25024_001,58819,1010,FALSE
1258350,"Port Charlotte CDP, Florida",B25024_001,31529,783,FALSE
1258575,"Port Orange city, Florida",B25024_001,31072,664,FALSE
1258715,"Port St. Lucie city, Florida",B25024_001,82293,981,FALSE
1260950,"Riverview CDP, Florida",B25024_001,38532,974,FALSE
1262625,"St. Cloud city, Florida",B25024_001,20919,857,FALSE
1263000,"St. Petersburg city, Florida",B25024_001,139752,1216,FALSE
1263650,"Sanford city, Florida",B25024_001,25495,959,FALSE
1264175,"Sarasota city, Florida",B25024_001,31760,634,FALSE
1268350,"Spring Hill CDP, Florida",B25024_001,48193,713,FALSE
1269700,"Sunrise city, Florida",B25024_001,41245,952,FALSE
1270600,"Tallahassee city, Florida",B25024_001,93499,841,FALSE
1270675,"Tamarac city, Florida",B25024_001,33843,866,FALSE
1270700,"Tamiami CDP, Florida",B25024_001,18372,861,FALSE
1271000,"Tampa city, Florida",B25024_001,172995,1474,FALSE
1271569,"The Hammocks CDP, Florida",B25024_001,19898,806,FALSE
1271625,"The Villages CDP, Florida",B25024_001,54376,1230,FALSE
1272145,"Town 'n' Country CDP, Florida",B25024_001,36027,990,FALSE
1275812,"Wellington village, Florida",B25024_001,23678,596,FALSE
1275875,"Wesley Chapel CDP, Florida",B25024_001,24520,879,FALSE
1276075,"Westchester CDP, Florida",B25024_001,18137,965,FALSE
1276582,"Weston city, Florida",B25024_001,23173,569,FALSE
1276600,"West Palm Beach city, Florida",B25024_001,59239,1015,FALSE
1278275,"Winter Haven city, Florida",B25024_001,22180,695,FALSE
1301052,"Albany city, Georgia",B25024_001,33390,378,FALSE
1301696,"Alpharetta city, Georgia",B25024_001,25220,722,FALSE
1303440,"Athens-Clarke County unified government (balance), Georgia",B25024_001,55166,261,FALSE
1304000,"Atlanta city, Georgia",B25024_001,255220,2074,FALSE
1304204,"Augusta-Richmond County consolidated government (balance), Georgia",B25024_001,90382,238,FALSE
1310944,"Brookhaven city, Georgia",B25024_001,27597,761,FALSE
1319000,"Columbus city, Georgia",B25024_001,90488,293,FALSE
1324768,"Dunwoody city, Georgia",B25024_001,23443,826,FALSE
1342425,"Johns Creek city, Georgia",B25024_001,29638,936,FALSE
1349008,"Macon-Bibb County, Georgia",B25024_001,71828,76,FALSE
1349756,"Marietta city, Georgia",B25024_001,26599,874,FALSE
1367284,"Roswell city, Georgia",B25024_001,37715,1188,FALSE
1368516,"Sandy Springs city, Georgia",B25024_001,54827,1263,FALSE
1369000,"Savannah city, Georgia",B25024_001,67223,916,FALSE
1371492,"Smyrna city, Georgia",B25024_001,26383,691,FALSE
1372122,"South Fulton city, Georgia",B25024_001,42292,1407,FALSE
1373784,"Stonecrest city, Georgia",B25024_001,23468,1078,FALSE
1378800,"Valdosta city, Georgia",B25024_001,24837,611,FALSE
1380508,"Warner Robins city, Georgia",B25024_001,34109,739,FALSE
1571550,"Urban Honolulu CDP, Hawaii",B25024_001,155489,1190,FALSE
1608830,"Boise City city, Idaho",B25024_001,102878,946,FALSE
1612250,"Caldwell city, Idaho",B25024_001,20187,742,FALSE
1616750,"Coeur d'Alene city, Idaho",B25024_001,24392,550,FALSE
1639700,"Idaho Falls city, Idaho",B25024_001,25574,414,FALSE
1652120,"Meridian city, Idaho",B25024_001,44056,943,FALSE
1656260,"Nampa city, Idaho",B25024_001,36827,737,FALSE
1664090,"Pocatello city, Idaho",B25024_001,23357,333,FALSE
1682810,"Twin Falls city, Idaho",B25024_001,20704,382,FALSE
1702154,"Arlington Heights village, Illinois",B25024_001,33416,817,FALSE
1703012,"Aurora city, Illinois",B25024_001,63468,1090,FALSE
1705573,"Berwyn city, Illinois",B25024_001,21651,849,FALSE
1706613,"Bloomington city, Illinois",B25024_001,36709,597,FALSE
1707133,"Bolingbrook village, Illinois",B25024_001,24596,631,FALSE
1712385,"Champaign city, Illinois",B25024_001,40513,692,FALSE
1714000,"Chicago city, Illinois",B25024_001,1258704,3723,FALSE
1714351,"Cicero town, Illinois",B25024_001,26367,739,FALSE
1718823,"Decatur city, Illinois",B25024_001,35849,391,FALSE
1719642,"Des Plaines city, Illinois",B25024_001,24145,629,FALSE
1723074,"Elgin city, Illinois",B25024_001,39728,1031,FALSE
1724582,"Evanston city, Illinois",B25024_001,33783,697,FALSE
1735411,"Hoffman Estates village, Illinois",B25024_001,19312,569,FALSE
1738570,"Joliet city, Illinois",B25024_001,52847,836,FALSE
1751089,"Mount Prospect village, Illinois",B25024_001,23034,591,FALSE
1751622,"Naperville city, Illinois",B25024_001,56310,797,FALSE
1753234,"Normal town, Illinois",B25024_001,21954,538,FALSE
1754820,"Oak Lawn village, Illinois",B25024_001,23207,734,FALSE
1754885,"Oak Park village, Illinois",B25024_001,24708,568,FALSE
1756640,"Orland Park village, Illinois",B25024_001,24239,769,FALSE
1757225,"Palatine village, Illinois",B25024_001,28065,792,FALSE
1759000,"Peoria city, Illinois",B25024_001,54553,670,FALSE
1765000,"Rockford city, Illinois",B25024_001,67890,649,FALSE
1768003,"Schaumburg village, Illinois",B25024_001,33725,835,FALSE
1770122,"Skokie village, Illinois",B25024_001,25134,578,FALSE
1772000,"Springfield city, Illinois",B25024_001,56849,625,FALSE
1775484,"Tinley Park village, Illinois",B25024_001,22891,659,FALSE
1779293,"Waukegan city, Illinois",B25024_001,32906,767,FALSE
1781048,"Wheaton city, Illinois",B25024_001,21028,458,FALSE
1801468,"Anderson city, Indiana",B25024_001,27439,511,FALSE
1805860,"Bloomington city, Indiana",B25024_001,36562,592,FALSE
1810342,"Carmel city, Indiana",B25024_001,40084,655,FALSE
1814734,"Columbus city, Indiana",B25024_001,22492,479,FALSE
1820728,"Elkhart city, Indiana",B25024_001,24622,685,FALSE
1822000,"Evansville city, Indiana",B25024_001,58492,583,FALSE
1823278,"Fishers city, Indiana",B25024_001,37227,664,FALSE
1825000,"Fort Wayne city, Indiana",B25024_001,116467,699,FALSE
1827000,"Gary city, Indiana",B25024_001,38575,767,FALSE
1829898,"Greenwood city, Indiana",B25024_001,27215,631,FALSE
1831000,"Hammond city, Indiana",B25024_001,32361,717,FALSE
1836003,"Indianapolis city (balance), Indiana",B25024_001,397597,1319,FALSE
1840392,"Kokomo city, Indiana",B25024_001,29888,366,FALSE
1840788,"Lafayette city, Indiana",B25024_001,33783,623,FALSE
1849932,"Mishawaka city, Indiana",B25024_001,25415,725,FALSE
1851876,"Muncie city, Indiana",B25024_001,30725,454,FALSE
1854180,"Noblesville city, Indiana",B25024_001,27132,674,FALSE
1871000,"South Bend city, Indiana",B25024_001,46514,779,FALSE
1875428,"Terre Haute city, Indiana",B25024_001,26252,452,FALSE
1901855,"Ames city, Iowa",B25024_001,27356,361,FALSE
1902305,"Ankeny city, Iowa",B25024_001,27715,764,FALSE
1912000,"Cedar Rapids city, Iowa",B25024_001,63145,592,FALSE
1916860,"Council Bluffs city, Iowa",B25024_001,27338,347,FALSE
1919000,"Davenport city, Iowa",B25024_001,46830,488,FALSE
1921000,"Des Moines city, Iowa",B25024_001,96245,1171,FALSE
1922395,"Dubuque city, Iowa",B25024_001,27271,331,FALSE
1938595,"Iowa City city, Iowa",B25024_001,33463,529,FALSE
1973335,"Sioux City city, Iowa",B25024_001,34422,301,FALSE
1982425,"Waterloo city, Iowa",B25024_001,31988,408,FALSE
1983910,"West Des Moines city, Iowa",B25024_001,33263,769,FALSE
2036000,"Kansas City city, Kansas",B25024_001,63761,274,FALSE
2038900,"Lawrence city, Kansas",B25024_001,43649,390,FALSE
